1211251023877835,SENSEX 25 Oct 23 76600 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2376600PE,12,11,877835,SENSEX,1,76600.0,PE,12100000001,None,0,0.0
1211251023877837,SENSEX 25 Oct 23 75100 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2375100PE,12,11,877837,SENSEX,1,75100.0,PE,12100000001,None,0,0.0
1211251023877838,SENSEX 25 Oct 23 85700 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2385700PE,12,11,877838,SENSEX,1,85700.0,PE,12100000001,None,0,0.0
1211251023877839,SENSEX 25 Oct 23 79100 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2379100CE,12,11,877839,SENSEX,1,79100.0,CE,12100000001,None,0,0.0
1211251023877840,SENSEX 25 Oct 23 87400 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2387400PE,12,11,877840,SENSEX,1,87400.0,PE,12100000001,None,0,0.0
1211251023877843,SENSEX 25 Oct 23 76900 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2376900CE,12,11,877843,SENSEX,1,76900.0,CE,12100000001,None,0,0.0
1211251023877844,SENSEX 25 Oct 23 75400 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2375400CE,12,11,877844,SENSEX,1,75400.0,CE,12100000001,None,0,0.0
1211251023877845,SENSEX 25 Oct 23 83700 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2383700PE,12,11,877845,SENSEX,1,83700.0,PE,12100000001,None,0,0.0
1211251023877846,SENSEX 25 Oct 23 77100 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2377100CE,12,11,877846,SENSEX,1,77100.0,CE,12100000001,None,0,0.0
1211251023877848,SENSEX 25 Oct 23 82200 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2382200PE,12,11,877848,SENSEX,1,82200.0,PE,12100000001,None,0,0.0
1211251023877849,SENSEX 25 Oct 23 87700 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2387700CE,12,11,877849,SENSEX,1,87700.0,CE,12100000001,None,0,0.0
1211251023877850,SENSEX 25 Oct 23 86200 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2386200CE,12,11,877850,SENSEX,1,86200.0,CE,12100000001,None,0,0.0
1211251023877853,SENSEX 25 Oct 23 73400 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2373400CE,12,11,877853,SENSEX,1,73400.0,CE,12100000001,None,0,0.0
1211251023877854,SENSEX 25 Oct 23 79400 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2379400PE,12,11,877854,SENSEX,1,79400.0,PE,12100000001,None,0,0.0
1211251023877855,SENSEX 25 Oct 23 82500 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2382500CE,12,11,877855,SENSEX,1,82500.0,CE,12100000001,None,0,0.0
1211251023877857,SENSEX 25 Oct 23 81000 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2381000CE,12,11,877857,SENSEX,1,81000.0,CE,12100000001,None,0,0.0
1211251023877860,SENSEX 25 Oct 23 85700 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2385700CE,12,11,877860,SENSEX,1,85700.0,CE,12100000001,None,0,0.0
1211251023877862,SENSEX 25 Oct 23 84200 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2384200CE,12,11,877862,SENSEX,1,84200.0,CE,12100000001,None,0,0.0
1211251023877863,SENSEX 25 Oct 23 75700 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2375700PE,12,11,877863,SENSEX,1,75700.0,PE,12100000001,None,0,0.0
1211251023877866,SENSEX 25 Oct 23 74200 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2374200PE,12,11,877866,SENSEX,1,74200.0,PE,12100000001,None,0,0.0
1211251023877869,SENSEX 25 Oct 23 78900 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2378900PE,12,11,877869,SENSEX,1,78900.0,PE,12100000001,None,0,0.0
1211251023877870,SENSEX 25 Oct 23 77400 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2377400PE,12,11,877870,SENSEX,1,77400.0,PE,12100000001,None,0,0.0
1211251023877872,SENSEX 25 Oct 23 80500 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2380500CE,12,11,877872,SENSEX,1,80500.0,CE,12100000001,None,0,0.0
1211251023877873,SENSEX 25 Oct 23 86500 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2386500PE,12,11,877873,SENSEX,1,86500.0,PE,12100000001,None,0,0.0
1211251023877878,SENSEX 25 Oct 23 88200 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2388200PE,12,11,877878,SENSEX,1,88200.0,PE,12100000001,None,0,0.0
1211251023877879,SENSEX 25 Oct 23 73700 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2373700PE,12,11,877879,SENSEX,1,73700.0,PE,12100000001,None,0,0.0
1211251023877880,SENSEX 25 Oct 23 77700 CE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2377700CE,12,11,877880,SENSEX,1,77700.0,CE,12100000001,None,0,0.0
1211251023877881,SENSEX 25 Oct 23 82800 PE,14,20,0.05,,0915-1530|1815-1915:,2025-10-16,1761213600,BSE:SENSEX25O2382800PE,12,11,877881,SENSEX,1,82800.0,PE,12100000001,None,0,0.0
